ID,Exp. Mass,%,Hit,Hit Score,# Perms,Theo. Mass,Da,ppm,Hex,HexNAc,Fuc,Oxidation,OffBy+1,OffBy-1,Perm,Perm Score,N13,N30,O115-122,O123-133,O134-145
250-1-4,20320.2477,1.2,4,0.52,12,20320.3659,-0.1182,-6,15,11,1,0,0,0,0,0.33,M5-A1G1,A3G3F,unmodified,2 x Core,1 x Core
250-1-5,20320.2477,1.2,5,0.51,2,20320.3659,-0.1182,-6,15,11,1,0,0,0,0,0.44,M5-A1G1,A3G3F,1 x Core,1 x Core,1 x Core
250-1-6,20320.2477,1.2,6,0.12,3,20320.3659,-0.1182,-6,15,11,1,0,0,0,0,0.07,M5,A3G3F,unmodified,2 x Core,2 x Core
250-1-7,20320.2477,1.2,7,0.01,3,20320.3659,-0.1182,-6,15,11,1,0,0,0,0,0.00,A3G3F+LacN1,M5-A1G1,unmodified,1 x Core,1 x Core
250-1-8,20320.2477,1.2,8,0.01,3,20320.3659,-0.1182,-6,15,11,1,0,0,0,0,0.01,A1G1F,M5-A1G1,2 x Core,2 x Core,1 x Core
250-1-9,20320.2477,1.2,9,0.00,3,20320.3659,-0.1182,-6,15,11,1,0,0,0,0,0.00,A3G3F+LacN1,M5-A1G1,unmodified,2 x Core,unmodified
251-0-0,20322.2100,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252-0-0,20333.2606,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253-1-0,20337.3242,0.0,0,49.59,6,20337.3608,-0.0366,-2,15,11,1,1,1,0,0,37.14,M5-A1G1,A2G2F,1 x Core,2 x Core,1 x Core
253-1-1,20337.3242,0.0,1,44.15,3,20337.3608,-0.0366,-2,15,11,1,1,1,0,0,34.91,M5,A2G2F,2 x Core,2 x Core,1 x Core
253-1-2,20337.3242,0.0,2,2.85,3,20337.3608,-0.0366,-2,15,11,1,1,1,0,0,2.35,M5,A3G3F,1 x Core,2 x Core,1 x Core
253-1-3,20337.3242,0.0,3,2.07,6,20337.3608,-0.0366,-2,15,11,1,1,1,0,0,1.10,M5-A1G1,A2G2F,unmodified,2 x Core,2 x Core
253-1-4,20337.3242,0.0,4,0.52,12,20337.3608,-0.0366,-2,15,11,1,1,1,0,0,0.33,M5-A1G1,A3G3F,unmodified,2 x Core,1 x Core
253-1-5,20337.3242,0.0,5,0.51,2,20337.3608,-0.0366,-2,15,11,1,1,1,0,0,0.44,M5-A1G1,A3G3F,1 x Core,1 x Core,1 x Core
253-2-0,20337.3242,0.0,6,0.16,3,20337.3608,-0.0366,-2,16,11,0,0,1,0,0,0.13,M6,A2G2,2 x Core,2 x Core,1 x Core
253-1-6,20337.3242,0.0,7,0.12,3,20337.3608,-0.0366,-2,15,11,1,1,1,0,0,0.07,M5,A3G3F,unmodified,2 x Core,2 x Core
253-2-1,20337.3242,0.0,8,0.02,1,20337.3608,-0.0366,-2,16,11,0,0,1,0,0,0.02,M6,A1G1,2 x Core,2 x Core,2 x Core
253-1-7,20337.3242,0.0,9,0.01,3,20337.3608,-0.0366,-2,15,11,1,1,1,0,0,0.00,A3G3F+LacN1,M5-A1G1,unmodified,1 x Core,1 x Core
253-1-8,20337.3242,0.0,10,0.01,3,20337.3608,-0.0366,-2,15,11,1,1,1,0,0,0.01,A1G1F,M5-A1G1,2 x Core,2 x Core,1 x Core
253-1-9,20337.3242,0.0,11,0.00,3,20337.3608,-0.0366,-2,15,11,1,1,1,0,0,0.00,A3G3F+LacN1,M5-A1G1,unmodified,2 x Core,unmodified
254-0-0,20344.2547,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255-0-0,20353.3885,0.2,0,49.59,6,20353.3558,0.0328,2,15,11,1,2,1,0,0,37.14,M5-A1G1,A2G2F,1 x Core,2 x Core,1 x Core
255-0-1,20353.3885,0.2,1,44.15,3,20353.3558,0.0328,2,15,11,1,2,1,0,0,34.91,M5,A2G2F,2 x Core,2 x Core,1 x Core
255-0-2,20353.3885,0.2,2,2.85,3,20353.3558,0.0328,2,15,11,1,2,1,0,0,2.35,M5,A3G3F,1 x Core,2 x Core,1 x Core
255-0-3,20353.3885,0.2,3,2.07,6,20353.3558,0.0328,2,15,11,1,2,1,0,0,1.10,M5-A1G1,A2G2F,unmodified,2 x Core,2 x Core
255-0-4,20353.3885,0.2,4,0.52,12,20353.3558,0.0328,2,15,11,1,2,1,0,0,0.33,M5-A1G1,A3G3F,unmodified,2 x Core,1 x Core
255-0-5,20353.3885,0.2,5,0.51,2,20353.3558,0.0328,2,15,11,1,2,1,0,0,0.44,M5-A1G1,A3G3F,1 x Core,1 x Core,1 x Core
255-1-0,20353.3885,0.2,6,0.16,3,20353.3558,0.0328,2,16,11,0,1,1,0,0,0.13,M6,A2G2,2 x Core,2 x Core,1 x Core
255-0-6,20353.3885,0.2,7,0.12,3,20353.3558,0.0328,2,15,11,1,2,1,0,0,0.07,M5,A3G3F,unmodified,2 x Core,2 x Core
255-1-1,20353.3885,0.2,8,0.02,1,20353.3558,0.0328,2,16,11,0,1,1,0,0,0.02,M6,A1G1,2 x Core,2 x Core,2 x Core
255-0-7,20353.3885,0.2,9,0.01,3,20353.3558,0.0328,2,15,11,1,2,1,0,0,0.00,A3G3F+LacN1,M5-A1G1,unmodified,1 x Core,1 x Core
255-0-8,20353.3885,0.2,10,0.01,3,20353.3558,0.0328,2,15,11,1,2,1,0,0,0.01,A1G1F,M5-A1G1,2 x Core,2 x Core,1 x Core
255-0-9,20353.3885,0.2,11,0.00,3,20353.3558,0.0328,2,15,11,1,2,1,0,0,0.00,A3G3F+LacN1,M5-A1G1,unmodified,2 x Core,unmodified
256-1-0,20362.2405,19.6,0,89.50,6,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,73.61,A2G2,A2G2F,1 x Core,2 x Core,1 x Core
256-1-1,20362.2405,19.6,1,3.73,6,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,2.17,A2G2,A2G2F,unmodified,2 x Core,2 x Core
256-1-2,20362.2405,19.6,2,2.11,6,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,1.59,A1G1,A2G2F,2 x Core,2 x Core,1 x Core
256-1-3,20362.2405,19.6,3,1.33,6,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.99,A3G3,A2G2F,unmodified,2 x Core,1 x Core
256-1-4,20362.2405,19.6,4,1.31,1,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,1.31,A3G3,A2G2F,1 x Core,1 x Core,1 x Core
256-1-5,20362.2405,19.6,5,0.88,12,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.65,A2G2,A3G3F,unmodified,2 x Core,1 x Core
256-1-6,20362.2405,19.6,6,0.87,2,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.86,A2G2,A3G3F,1 x Core,1 x Core,1 x Core
256-1-7,20362.2405,19.6,7,0.14,6,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.11,A1G1,A3G3F,1 x Core,2 x Core,1 x Core
256-1-8,20362.2405,19.6,8,0.08,3,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.04,A3G3+LacN1,A2G2F,unmodified,1 x Core,1 x Core
256-1-9,20362.2405,19.6,9,0.02,3,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.01,A3G3,A3G3F,unmodified,1 x Core,1 x Core
256-1-10,20362.2405,19.6,10,0.01,6,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.00,A1G1,A3G3F,unmodified,2 x Core,2 x Core
256-1-11,20362.2405,19.6,11,0.01,3,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.00,A3G3+LacN1,A2G2F,unmodified,2 x Core,unmodified
256-1-12,20362.2405,19.6,12,0.00,3,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.00,A2G0F,M5-A1G1,2 x Core,2 x Core,1 x Core
256-1-13,20362.2405,19.6,13,0.00,3,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.00,A3G3,A3G3F,unmodified,2 x Core,unmodified
256-1-14,20362.2405,19.6,14,0.00,6,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.00,A3G3F+LacN1,A1G1,unmodified,2 x Core,1 x Core
256-1-15,20362.2405,19.6,15,0.00,1,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.00,A3G3F+LacN1,A1G1,1 x Core,1 x Core,1 x Core
256-1-16,20362.2405,19.6,16,0.00,3,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.00,A3G3+LacN1,A3G3F,unmodified,unmodified,1 x Core
256-1-17,20362.2405,19.6,17,0.00,3,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,1 x Core,1 x Core
256-1-18,20362.2405,19.6,18,0.00,3,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.00,A1G1F,A2G2,2 x Core,2 x Core,1 x Core
256-1-19,20362.2405,19.6,19,0.00,1,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.00,A1G1F,A1G1,2 x Core,2 x Core,2 x Core
256-1-20,20362.2405,19.6,20,0.00,3,20362.3925,-0.1520,-7,14,12,1,0,1,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,2 x Core,unmodified
257-0-0,20378.3171,4.3,0,89.48,6,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,73.60,A2G2,A2G2F,1 x Core,2 x Core,1 x Core
257-0-1,20378.3171,4.3,1,3.73,6,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,2.17,A2G2,A2G2F,unmodified,2 x Core,2 x Core
257-0-2,20378.3171,4.3,2,2.11,6,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,1.59,A1G1,A2G2F,2 x Core,2 x Core,1 x Core
257-0-3,20378.3171,4.3,3,1.33,6,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.99,A3G3,A2G2F,unmodified,2 x Core,1 x Core
257-0-4,20378.3171,4.3,4,1.31,1,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,1.31,A3G3,A2G2F,1 x Core,1 x Core,1 x Core
257-0-5,20378.3171,4.3,5,0.88,12,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.65,A2G2,A3G3F,unmodified,2 x Core,1 x Core
257-0-6,20378.3171,4.3,6,0.87,2,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.86,A2G2,A3G3F,1 x Core,1 x Core,1 x Core
257-0-7,20378.3171,4.3,7,0.14,6,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.11,A1G1,A3G3F,1 x Core,2 x Core,1 x Core
257-0-8,20378.3171,4.3,8,0.08,3,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.04,A3G3+LacN1,A2G2F,unmodified,1 x Core,1 x Core
257-0-9,20378.3171,4.3,9,0.02,3,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.01,A3G3,A3G3F,unmodified,1 x Core,1 x Core
257-2-0,20378.3171,4.3,10,0.02,3,20378.3874,-0.0703,-3,15,12,0,0,1,0,0,0.02,A2G1,M5-A1G1,2 x Core,2 x Core,1 x Core
257-0-10,20378.3171,4.3,11,0.01,6,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.00,A1G1,A3G3F,unmodified,2 x Core,2 x Core
257-0-11,20378.3171,4.3,12,0.01,3,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.00,A3G3+LacN1,A2G2F,unmodified,2 x Core,unmodified
257-0-12,20378.3171,4.3,13,0.00,3,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.00,A2G0F,M5-A1G1,2 x Core,2 x Core,1 x Core
257-0-13,20378.3171,4.3,14,0.00,3,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.00,A3G3,A3G3F,unmodified,2 x Core,unmodified
257-0-14,20378.3171,4.3,15,0.00,6,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.00,A3G3F+LacN1,A1G1,unmodified,2 x Core,1 x Core
257-0-15,20378.3171,4.3,16,0.00,1,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.00,A3G3F+LacN1,A1G1,1 x Core,1 x Core,1 x Core
257-0-16,20378.3171,4.3,17,0.00,3,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.00,A3G3+LacN1,A3G3F,unmodified,unmodified,1 x Core
257-0-17,20378.3171,4.3,18,0.00,3,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,1 x Core,1 x Core
257-0-18,20378.3171,4.3,19,0.00,3,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.00,A1G1F,A2G2,2 x Core,2 x Core,1 x Core
257-0-19,20378.3171,4.3,20,0.00,1,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.00,A1G1F,A1G1,2 x Core,2 x Core,2 x Core
257-0-20,20378.3171,4.3,21,0.00,3,20378.3874,-0.0703,-3,14,12,1,1,1,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,2 x Core,unmodified
258-0-0,20379.3335,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259-0-0,20386.4422,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260-0-0,20394.2682,1.5,0,89.48,6,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,73.60,A2G2,A2G2F,1 x Core,2 x Core,1 x Core
260-0-1,20394.2682,1.5,1,3.73,6,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,2.17,A2G2,A2G2F,unmodified,2 x Core,2 x Core
260-0-2,20394.2682,1.5,2,2.11,6,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,1.59,A1G1,A2G2F,2 x Core,2 x Core,1 x Core
260-0-3,20394.2682,1.5,3,1.33,6,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.99,A3G3,A2G2F,unmodified,2 x Core,1 x Core
260-0-4,20394.2682,1.5,4,1.31,1,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,1.31,A3G3,A2G2F,1 x Core,1 x Core,1 x Core
260-0-5,20394.2682,1.5,5,0.88,12,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.65,A2G2,A3G3F,unmodified,2 x Core,1 x Core
260-0-6,20394.2682,1.5,6,0.87,2,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.86,A2G2,A3G3F,1 x Core,1 x Core,1 x Core
260-0-7,20394.2682,1.5,7,0.14,6,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.11,A1G1,A3G3F,1 x Core,2 x Core,1 x Core
260-0-8,20394.2682,1.5,8,0.08,3,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.04,A3G3+LacN1,A2G2F,unmodified,1 x Core,1 x Core
260-0-9,20394.2682,1.5,9,0.02,3,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.01,A3G3,A3G3F,unmodified,1 x Core,1 x Core
260-1-0,20394.2682,1.5,10,0.02,3,20394.3823,-0.1141,-6,15,12,0,1,1,0,0,0.02,A2G1,M5-A1G1,2 x Core,2 x Core,1 x Core
260-0-10,20394.2682,1.5,11,0.01,6,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.00,A1G1,A3G3F,unmodified,2 x Core,2 x Core
260-0-11,20394.2682,1.5,12,0.01,3,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.00,A3G3+LacN1,A2G2F,unmodified,2 x Core,unmodified
260-0-12,20394.2682,1.5,13,0.00,3,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.00,A2G0F,M5-A1G1,2 x Core,2 x Core,1 x Core
260-0-13,20394.2682,1.5,14,0.00,3,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.00,A3G3,A3G3F,unmodified,2 x Core,unmodified
260-0-14,20394.2682,1.5,15,0.00,6,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.00,A3G3F+LacN1,A1G1,unmodified,2 x Core,1 x Core
260-0-15,20394.2682,1.5,16,0.00,1,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.00,A3G3F+LacN1,A1G1,1 x Core,1 x Core,1 x Core
260-0-16,20394.2682,1.5,17,0.00,3,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.00,A3G3+LacN1,A3G3F,unmodified,unmodified,1 x Core
260-0-17,20394.2682,1.5,18,0.00,3,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,1 x Core,1 x Core
260-0-18,20394.2682,1.5,19,0.00,3,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.00,A1G1F,A2G2,2 x Core,2 x Core,1 x Core
260-0-19,20394.2682,1.5,20,0.00,1,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.00,A1G1F,A1G1,2 x Core,2 x Core,2 x Core
260-0-20,20394.2682,1.5,21,0.00,3,20394.3823,-0.1141,-6,14,12,1,2,1,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,2 x Core,unmodified
261-0-0,20401.2178,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262-0-0,20404.3027,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263-0-0,20407.2059,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264-0-0,20412.3333,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265-0-0,20414.3061,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266-0-0,20416.3094,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267-2-0,20419.3320,0.1,0,82.05,3,20419.4139,-0.0819,-4,14,13,0,0,1,0,0,64.88,A2G1,A2G2,2 x Core,2 x Core,1 x Core
267-2-1,20419.3320,0.1,1,9.02,1,20419.4139,-0.0819,-4,14,13,0,0,1,0,0,9.02,A2G1,A1G1,2 x Core,2 x Core,2 x Core
267-1-0,20419.3320,0.1,2,8.04,3,20419.4139,-0.0819,-4,13,13,1,1,1,0,0,6.36,A2G0F,A2G2,2 x Core,2 x Core,1 x Core
267-1-1,20419.3320,0.1,3,0.88,1,20419.4139,-0.0819,-4,13,13,1,1,1,0,0,0.88,A2G0F,A1G1,2 x Core,2 x Core,2 x Core
268-0-0,20420.4228,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269-0-0,20421.3655,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270-0-0,20423.3173,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271-0-0,20425.2535,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272-0-0,20429.2707,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273-0-0,20433.2472,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274-0-0,20433.2559,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275-0-0,20433.3842,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276-0-0,20437.2473,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277-0-0,20437.3860,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278-0-0,20444.2609,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279-0-0,20446.5232,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280-0-0,20448.2744,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281-0-0,20454.3433,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282-0-0,20455.3141,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283-0-0,20459.3083,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284-0-0,20464.3153,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285-0-0,20464.3536,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286-0-0,20472.3061,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287-0-0,20476.2469,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288-0-0,20486.2774,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289-0-0,20491.0632,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290-0-0,20495.2701,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291-0-0,20507.3878,5.8,0,91.03,3,20507.4504,-0.0626,-3,14,12,2,0,0,0,0,75.00,A2G2F,A2G2F,1 x Core,2 x Core,1 x Core
291-0-1,20507.3878,5.8,1,3.79,3,20507.4504,-0.0626,-3,14,12,2,0,0,0,0,2.21,A2G2F,A2G2F,unmodified,2 x Core,2 x Core
291-0-2,20507.3878,5.8,2,2.40,12,20507.4504,-0.0626,-3,14,12,2,0,0,0,0,1.11,A3G3F,A2G2F,unmodified,2 x Core,1 x Core
291-0-3,20507.3878,5.8,3,2.36,2,20507.4504,-0.0626,-3,14,12,2,0,0,0,0,1.48,A3G3F,A2G2F,1 x Core,1 x Core,1 x Core
291-0-4,20507.3878,5.8,4,0.19,3,20507.4504,-0.0626,-3,14,12,2,0,0,0,0,0.10,A3G3F+LacN1,A2G2F,unmodified,1 x Core,1 x Core
291-0-5,20507.3878,5.8,5,0.18,3,20507.4504,-0.0626,-3,14,12,2,0,0,0,0,0.14,A1G1F,A2G2F,2 x Core,2 x Core,1 x Core
291-0-6,20507.3878,5.8,6,0.02,3,20507.4504,-0.0626,-3,14,12,2,0,0,0,0,0.01,A3G3F,A3G3F,unmodified,1 x Core,1 x Core
291-0-7,20507.3878,5.8,7,0.01,3,20507.4504,-0.0626,-3,14,12,2,0,0,0,0,0.01,A3G3F+LacN1,A2G2F,unmodified,2 x Core,unmodified
291-0-8,20507.3878,5.8,8,0.01,3,20507.4504,-0.0626,-3,14,12,2,0,0,0,0,0.01,A1G1F,A3G3F,1 x Core,2 x Core,1 x Core
291-0-9,20507.3878,5.8,9,0.00,3,20507.4504,-0.0626,-3,14,12,2,0,0,0,0,0.00,A3G3F,A3G3F,unmodified,2 x Core,unmodified
291-0-10,20507.3878,5.8,10,0.00,3,20507.4504,-0.0626,-3,14,12,2,0,0,0,0,0.00,A3G3F+LacN1,A3G3F,unmodified,unmodified,1 x Core
291-0-11,20507.3878,5.8,11,0.00,3,20507.4504,-0.0626,-3,14,12,2,0,0,0,0,0.00,A1G1F,A3G3F,unmodified,2 x Core,2 x Core
292-0-0,20508.2989,0.2,0,91.03,3,20508.4504,-0.1514,-7,14,12,2,0,1,0,0,75.00,A2G2F,A2G2F,1 x Core,2 x Core,1 x Core
292-0-1,20508.2989,0.2,1,3.79,3,20508.4504,-0.1514,-7,14,12,2,0,1,0,0,2.21,A2G2F,A2G2F,unmodified,2 x Core,2 x Core
292-0-2,20508.2989,0.2,2,2.40,12,20508.4504,-0.1514,-7,14,12,2,0,1,0,0,1.11,A3G3F,A2G2F,unmodified,2 x Core,1 x Core
292-0-3,20508.2989,0.2,3,2.36,2,20508.4504,-0.1514,-7,14,12,2,0,1,0,0,1.48,A3G3F,A2G2F,1 x Core,1 x Core,1 x Core
292-0-4,20508.2989,0.2,4,0.19,3,20508.4504,-0.1514,-7,14,12,2,0,1,0,0,0.10,A3G3F+LacN1,A2G2F,unmodified,1 x Core,1 x Core
292-0-5,20508.2989,0.2,5,0.18,3,20508.4504,-0.1514,-7,14,12,2,0,1,0,0,0.14,A1G1F,A2G2F,2 x Core,2 x Core,1 x Core
292-0-6,20508.2989,0.2,6,0.02,3,20508.4504,-0.1514,-7,14,12,2,0,1,0,0,0.01,A3G3F,A3G3F,unmodified,1 x Core,1 x Core
292-0-7,20508.2989,0.2,7,0.01,3,20508.4504,-0.1514,-7,14,12,2,0,1,0,0,0.01,A3G3F+LacN1,A2G2F,unmodified,2 x Core,unmodified
292-0-8,20508.2989,0.2,8,0.01,3,20508.4504,-0.1514,-7,14,12,2,0,1,0,0,0.01,A1G1F,A3G3F,1 x Core,2 x Core,1 x Core
292-0-9,20508.2989,0.2,9,0.00,3,20508.4504,-0.1514,-7,14,12,2,0,1,0,0,0.00,A3G3F,A3G3F,unmodified,2 x Core,unmodified
292-0-10,20508.2989,0.2,10,0.00,3,20508.4504,-0.1514,-7,14,12,2,0,1,0,0,0.00,A3G3F+LacN1,A3G3F,unmodified,unmodified,1 x Core
292-0-11,20508.2989,0.2,11,0.00,3,20508.4504,-0.1514,-7,14,12,2,0,1,0,0,0.00,A1G1F,A3G3F,unmodified,2 x Core,2 x Core
293-0-0,20517.3378,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294-0-0,20523.3160,2.7,0,91.03,3,20523.4453,-0.1293,-6,14,12,2,1,0,0,0,75.00,A2G2F,A2G2F,1 x Core,2 x Core,1 x Core
294-0-1,20523.3160,2.7,1,3.79,3,20523.4453,-0.1293,-6,14,12,2,1,0,0,0,2.21,A2G2F,A2G2F,unmodified,2 x Core,2 x Core
294-0-2,20523.3160,2.7,2,2.40,12,20523.4453,-0.1293,-6,14,12,2,1,0,0,0,1.11,A3G3F,A2G2F,unmodified,2 x Core,1 x Core
294-0-3,20523.3160,2.7,3,2.36,2,20523.4453,-0.1293,-6,14,12,2,1,0,0,0,1.48,A3G3F,A2G2F,1 x Core,1 x Core,1 x Core
294-0-4,20523.3160,2.7,4,0.19,3,20523.4453,-0.1293,-6,14,12,2,1,0,0,0,0.10,A3G3F+LacN1,A2G2F,unmodified,1 x Core,1 x Core
294-0-5,20523.3160,2.7,5,0.18,3,20523.4453,-0.1293,-6,14,12,2,1,0,0,0,0.14,A1G1F,A2G2F,2 x Core,2 x Core,1 x Core
294-0-6,20523.3160,2.7,6,0.02,3,20523.4453,-0.1293,-6,14,12,2,1,0,0,0,0.01,A3G3F,A3G3F,unmodified,1 x Core,1 x Core
